pokédex_number, name, form_symbol, species, type_1, type_2, ability_1, ability_2, ability_hidden, height_m, weight_kg, catch_rate, friendship, exp, male_percent, egg_cycles, growth_rate, egg_type_1, egg_type_2, hp, attack, defense, sp_attack, sp_defense, speed
747, Mareanie, , Brutal Star, Poison, Water, Merciless, Limber, Regenerator, 0.4, 8, 190, 70, 61, 50, 20, Medium Fast, Water 1, , 50, 53, 62, 43, 52, 45
748, Toxapex, , Brutal Star, Poison, Water, Merciless, Limber, Regenerator, 0.7, 14.5, 75, 70, 173, 50, 20, Medium Fast, Water 1, , 50, 63, 152, 53, 142, 35
749, Mudbray, , Donkey, Ground, , Own Tempo, Stamina, Inner Focus, 1, 110, 190, 70, 77, 50, 20, Medium Fast, Field, , 70, 100, 70, 45, 55, 45
750, Mudsdale, , Draft Horse, Ground, , Own Tempo, Stamina, Inner Focus, 2.5, 920, 60, 70, 175, 50, 20, Medium Fast, Field, , 100, 125, 100, 55, 85, 35
751, Dewpider, , Water Bubble, Water, Bug, Water Bubble, , Water Absorb, 0.3, 4, 200, 70, 54, 50, 15, Medium Fast, Bug, Water 1, 38, 40, 52, 40, 72, 27
752, Araquanid, , Water Bubble, Water, Bug, Water Bubble, , Water Absorb, 1.8, 82, 100, 70, 159, 50, 15, Medium Fast, Bug, Water 1, 68, 70, 92, 50, 132, 42
753, Fomantis, , Sickle Grass, Grass, , Leaf Guard, , Contrary, 0.3, 1.5, 190, 70, 50, 50, 20, Medium Fast, Grass, , 40, 55, 35, 50, 35, 35
754, Lurantis, , Bloom Sickle, Grass, , Leaf Guard, , Contrary, 0.9, 18.5, 75, 70, 168, 50, 20, Medium Fast, Grass, , 70, 105, 90, 80, 90, 45
755, Morelull, , Illuminating, Grass, Fairy, Illuminate, Effect Spore, Rain Dish, 0.2, 1.5, 190, 70, 57, 50, 20, Medium Fast, Grass, , 40, 35, 55, 65, 75, 15
756, Shiinotic, , Illuminating, Grass, Fairy, Illuminate, Effect Spore, Rain Dish, 1, 11.5, 75, 70, 142, 50, 20, Medium Fast, Grass, , 60, 45, 80, 90, 100, 30
757, Salandit, , Toxic Lizard, Poison, Fire, Corrosion, , Oblivious, 0.6, 4.8, 120, 70, 64, 87.5, 20, Medium Fast, Dragon, Monster, 48, 44, 40, 71, 40, 77
758, Salazzle, , Toxic Lizard, Poison, Fire, Corrosion, , Oblivious, 1.2, 22.2, 45, 70, 168, 0, 20, Medium Fast, Dragon, Monster, 68, 64, 60, 111, 60, 117
759, Stufful, , Flailing, Normal, Fighting, Fluffy, Klutz, Cute Charm, 0.5, 6.8, 140, 70, 68, 50, 15, Medium Fast, Field, , 70, 75, 50, 45, 50, 50
760, Bewear, , Strong Arm, Normal, Fighting, Fluffy, Klutz, Unnerve, 2.1, 135, 70, 70, 175, 50, 15, Medium Fast, Field, , 120, 125, 80, 55, 60, 60
761, Bounsweet, , Fruit, Grass, , Leaf Guard, Oblivious, Sweet Veil, 0.3, 3.2, 235, 70, 42, 0, 20, Medium Slow, Grass, , 42, 30, 38, 30, 38, 32
762, Steenee, , Fruit, Grass, , Leaf Guard, Oblivious, Sweet Veil, 0.7, 8.2, 120, 70, 102, 0, 20, Medium Slow, Grass, , 52, 40, 48, 40, 48, 62
763, Tsareena, , Fruit, Grass, , Leaf Guard, Queenly Majesty, Sweet Veil, 1.2, 21.4, 45, 70, 230, 0, 20, Medium Slow, Grass, , 72, 120, 98, 50, 98, 72
764, Comfey, , Posy Picker, Fairy, , Flower Veil, Triage, Natural Cure, 0.1, 0.3, 60, 70, 170, 25, 20, Fast, Grass, , 51, 52, 90, 82, 110, 100
765, Oranguru, , Sage, Normal, Psychic, Inner Focus, Telepathy, Symbiosis, 1.5, 76, 45, 70, 172, 50, 20, Slow, Field, , 90, 60, 80, 90, 110, 60
766, Passimian, , Teamwork, Fighting, , Receiver, , Defiant, 2, 82.8, 45, 70, 172, 50, 20, Slow, Field, , 100, 120, 90, 40, 60, 80
767, Wimpod, , Turn Tail, Bug, Water, Wimp Out, , , 0.5, 12, 90, 70, 46, 50, 20, Medium Fast, Bug, Water 3, 25, 35, 40, 20, 30, 80
768, Golisopod, , Hard Scale, Bug, Water, Emergency Exit, , , 2, 108, 45, 70, 186, 50, 20, Medium Fast, Bug, Water 3, 75, 125, 140, 60, 90, 40
769, Sandygast, , Sand Heap, Ghost, Ground, Water Compaction, , Sand Veil, 0.5, 70, 140, 70, 64, 50, 15, Medium Fast, Amorphous, , 55, 55, 80, 70, 45, 15
770, Palossand, , Sand Castle, Ghost, Ground, Water Compaction, , Sand Veil, 1.3, 250, 60, 70, 168, 50, 15, Medium Fast, Amorphous, , 85, 75, 110, 100, 75, 35
771, Pyukumuku, , Sea Cucumber, Water, , Innards Out, , Unaware, 0.3, 1.2, 60, 70, 144, 50, 15, Fast, Water 1, , 55, 60, 130, 30, 130, 5
772, Type: Null, , Synthetic, Normal, , Battle Armor, , , 1.9, 120.5, 3, 0, 107, , 120, Slow, Undiscovered, , 95, 95, 95, 95, 95, 59
773, Silvally, types, Synthetic, Normal, , RKS System, , , 2.3, 100.5, 3, 0, 257, , 120, Slow, Undiscovered, , 95, 95, 95, 95, 95, 95
774, Minior Meteor Form, , Meteor, Rock, Flying, Shields Down, , , 0.3, 40, 30, 70, 154, , 25, Medium Slow, Mineral, , 60, 60, 100, 60, 100, 60
774, Minior Core Form, b~g~i~o~r~v~y, Meteor, Rock, Flying, Shields Down, , , 0.3, 0.3, 30, 70, 175, , 25, Medium Slow, Mineral, , 60, 100, 60, 100, 60, 120
775, Komala, , Drowsing, Normal, , Comatose, , , 0.4, 19.9, 45, 70, 168, 50, 20, Slow, Field, , 65, 115, 65, 75, 95, 65
776, Turtonator, , Blast Turtle, Fire, Dragon, Shell Armor, , , 2, 212, 70, 70, 170, 50, 20, Medium Fast, Dragon, Monster, 60, 78, 135, 91, 85, 36
777, Togedemaru, , Roly-Poly, Electric, Steel, Iron Barbs, Lightning Rod, Sturdy, 0.3, 3.3, 180, 70, 152, 50, 10, Medium Fast, Fairy, Field, 65, 98, 63, 40, 73, 96
778, Mimikyu, ~b, Disguise, Ghost, Fairy, Disguise, , , 0.2, 0.7, 45, 70, 167, 50, 20, Medium Fast, Amorphous, , 55, 90, 80, 50, 105, 96
779, Bruxish, , Gnash Teeth, Water, Psychic, Dazzling, Strong Jaw, Wonder Skin, 0.9, 19, 80, 70, 166, 50, 15, Medium Fast, Water 2, , 68, 105, 70, 70, 70, 92
780, Drampa, , Placid, Normal, Dragon, Berserk, Sap Sipper, Cloud Nine, 3, 185, 70, 70, 170, 50, 20, Medium Fast, Dragon, Monster, 78, 60, 85, 135, 91, 36
781, Dhelmise, , Sea Creeper, Ghost, Grass, Steelworker, , , 3.9, 210, 25, 70, 181, , 25, Medium Fast, Mineral, , 70, 131, 100, 86, 90, 40
782, Jangmo-o, , Scaly, Dragon, , Bulletproof, Soundproof, Overcoat, 0.6, 29.7, 45, 70, 60, 50, 40, Slow, Dragon, , 45, 55, 65, 45, 45, 45
783, Hakamo-o, , Scaly, Dragon, Fighting, Bulletproof, Soundproof, Overcoat, 1.2, 47, 45, 70, 147, 50, 40, Slow, Dragon, , 55, 75, 90, 65, 70, 65
784, Kommo-o, , Scaly, Dragon, Fighting, Bulletproof, Soundproof, Overcoat, 1.6, 78.2, 45, 70, 270, 50, 40, Slow, Dragon, , 75, 110, 125, 100, 105, 85
785, Tapu Koko, , Land Spirit, Electric, Fairy, Electric Surge, , Telepathy, 1.8, 20.5, 3, 70, 257, , 15, Slow, Undiscovered, , 70, 115, 85, 95, 75, 130
786, Tapu Lele, , Land Spirit, Psychic, Fairy, Psychic Surge, , Telepathy, 1.2, 18.6, 3, 70, 257, , 15, Slow, Undiscovered, , 70, 85, 75, 130, 115, 95
787, Tapu Bulu, , Land Spirit, Grass, Fairy, Grassy Surge, , Telepathy, 1.9, 45.5, 3, 70, 257, , 15, Slow, Undiscovered, , 70, 130, 115, 85, 95, 75
788, Tapu Fini, , Land Spirit, Water, Fairy, Misty Surge, , Telepathy, 1.3, 21.2, 3, 70, 257, , 15, Slow, Undiscovered, , 70, 75, 115, 95, 130, 85
789, Cosmog, , Nebula, Psychic, , Unaware, , , 0.2, 0.1, 45, 0, 40, , 120, Slow, Undiscovered, , 43, 29, 31, 29, 31, 37
790, Cosmoem, , Protostar, Psychic, , Sturdy, , , 0.1, 999.9, 45, 0, 140, , 120, Slow, Undiscovered, , 43, 29, 131, 29, 131, 37
791, Solgaleo, , Sunne, Psychic, Steel, Full Metal Body, , , 3.4, 230, 45, 0, 306, , 120, Slow, Undiscovered, , 137, 137, 107, 113, 89, 97
792, Lunala, , Moone, Psychic, Ghost, Shadow Shield, , , 4, 120, 45, 0, 306, , 120, Slow, Undiscovered, , 137, 113, 89, 137, 107, 97
793, Nihilego, , Parasite, Rock, Poison, Beast Boost, , , 1.2, 55.5, 45, 0, 257, , 120, Slow, Undiscovered, , 109, 53, 47, 127, 131, 103
794, Buzzwole, , Swollen, Bug, Fighting, Beast Boost, , , 2.4, 333.6, 45, 0, 257, , 120, Slow, Undiscovered, , 107, 139, 139, 53, 53, 79
795, Pheromosa, , Lissome, Bug, Fighting, Beast Boost, , , 1.8, 25, 45, 0, 257, , 120, Slow, Undiscovered, , 71, 137, 37, 137, 37, 151
796, Xurkitree, , Glowing, Electric, , Beast Boost, , , 3.8, 100, 45, 0, 257, , 120, Slow, Undiscovered, , 83, 89, 71, 173, 71, 83
797, Celesteela, , Launch, Steel, Flying, Beast Boost, , , 9.2, 999.9, 45, 0, 257, , 120, Slow, Undiscovered, , 97, 101, 103, 107, 101, 61
798, Kartana, , Drawn Sword, Grass, Steel, Beast Boost, , , 0.3, 0.1, 45, 0, 257, , 120, Slow, Undiscovered, , 59, 181, 131, 59, 31, 109
799, Guzzlord, , Junkivore, Dark, Dragon, Beast Boost, , , 5.5, 888, 45, 0, 257, , 120, Slow, Undiscovered, , 223, 101, 53, 97, 53, 43
800, Necrozma, , Prism, Psychic, , Prism Armor, , , 2.4, 230, 255, 0, 270, , 120, Slow, Undiscovered, , 97, 107, 101, 127, 89, 79
800, Dusk Mane Necrozma, dm, Prism, Psychic, Steel, Prism Armor, , , 3.8, 460, 3, 0, 306, , 120, Slow, Undiscovered, , 97, 157, 127, 113, 109, 77
800, Dawn Wings Necrozma, dw, Prism, Psychic, Ghost, Prism Armor, , , 4.2, 350, 3, 0, 306, , 120, Slow, Undiscovered, , 97, 113, 109, 157, 127, 77
800, Ultra Necrozma, u, Prism, Psychic, Dragon, Neuroforce, , , 7.5, 230, 3, 0, 339, , 120, Slow, Undiscovered, , 97, 167, 97, 167, 97, 129
801, Magearna, , Artificial, Steel, Fairy, Soul-Heart, , , 1, 80.5, 3, 0, 270, , 120, Slow, Undiscovered, , 80, 95, 115, 130, 115, 65
802, Marshadow, , Gloomdweller, Fighting, Ghost, Technician, , , 0.7, 22.2, 3, 0, 270, , 120, Slow, Undiscovered, , 90, 125, 80, 90, 90, 125
803, Poipole, , Poison Pin, Poison, , Beast Boost, , , 0.6, 1.8, 45, 0, 189, , 120, Slow, Undiscovered, , 67, 73, 67, 73, 67, 73
804, Naganadel, , Poison Pin, Poison, Dragon, Beast Boost, , , 3.6, 150, 45, 0, 243, , 120, Slow, Undiscovered, , 73, 73, 73, 127, 73, 121
805, Stakataka, , Rampart, Rock, Steel, Beast Boost, , , 5.5, 820, 30, 0, 257, , 120, Slow, Undiscovered, , 61, 131, 211, 53, 101, 13
806, Blacephalon, , Fireworks, Fire, Ghost, Beast Boost, , , 1.8, 13, 30, 0, 257, , 120, Slow, Undiscovered, , 53, 127, 53, 151, 79, 107
807, Zeraora, , Thunderclap, Electric, , Volt Absorb, , , 1.5, 44.5, 3, 0, 270, , 120, Slow, Undiscovered, , 88, 112, 75, 102, 80, 143
808, Meltan, , Hex Nut, Steel, , Magnet Pull, , , 0.2, 8, 3, 0, 150, , 120, Slow, Undiscovered, , 46, 65, 65, 55, 35, 34
809, Melmetal, , Hex Nut, Steel, , Iron Fist, , , 2.5, 800, 3, 0, 300, , 120, Slow, Undiscovered, , 135, 143, 143, 80, 65, 34
810, Grookey, , Chimp, Grass, , Overgrow, , Grassy Surge, 0.3, 5, 45, 50, 62, 87.5, 20, Medium Slow, Field, Grass, 50, 65, 50, 40, 40, 65
811, Thwackey, , Beat, Grass, , Overgrow, , Grassy Surge, 0.7, 14, 45, 50, 147, 87.5, 20, Medium Slow, Field, Grass, 70, 85, 70, 55, 60, 80
812, Rillaboom, , Drummer, Grass, , Overgrow, , Grassy Surge, 2.1, 90, 45, 50, 265, 87.5, 20, Medium Slow, Field, Grass, 100, 125, 90, 60, 70, 85
813, Scorbunny, , Rabbit, Fire, , Blaze, , Libero, 0.3, 4.5, 45, 50, 62, 87.5, 20, Medium Slow, Field, Human-Like, 50, 71, 40, 40, 40, 69
814, Raboot, , Rabbit, Fire, , Blaze, , Libero, 0.6, 9, 45, 50, 147, 87.5, 20, Medium Slow, Field, Human-Like, 65, 86, 60, 55, 60, 94
815, Cinderace, , Striker, Fire, , Blaze, , Libero, 1.4, 33, 45, 50, 265, 87.5, 20, Medium Slow, Field, Human-Like, 80, 116, 75, 65, 75, 119
816, Sobble, , Water Lizard, Water, , Torrent, , Sniper, 0.3, 4, 45, 50, 62, 87.5, 20, Medium Slow, Field, Water 1, 50, 40, 40, 70, 40, 70
817, Drizzile, , Water lizard, Water, , Torrent, , Sniper, 0.7, 11.5, 45, 50, 147, 87.5, 20, Medium Slow, Field, Water 1, 65, 60, 55, 95, 55, 90
818, Inteleon, , Secret Agent, Water, , Torrent, , Sniper, 1.9, 45.2, 45, 50, 265, 87.5, 20, Medium Slow, Field, Water 1, 70, 85, 65, 125, 65, 120
819, Skwovet, , Cheeky, Normal, , Cheek Pouch, , Gluttony, 0.3, 2.5, 255, 50, 55, 50, 20, Medium Fast, Field, , 70, 55, 55, 35, 35, 25
820, Greedent, , Greedy, Normal, , Cheek Pouch, , Gluttony, 0.6, 6, 90, 50, 161, 50, 20, Medium Fast, Field, , 120, 95, 95, 55, 75, 20
821, Rookidee, , Tiny Bird, Flying, , Keen Eye, Unnerve, Big Pecks, 0.2, 1.8, 255, 50, 49, 50, 15, Medium Slow, Flying, , 38, 47, 35, 33, 35, 57
822, Corvisquire, , Raven, Flying, , Keen Eye, Unnerve, Big Pecks, 0.8, 16, 120, 50, 128, 50, 15, Medium Slow, Flying, , 68, 67, 55, 43, 55, 77
823, Corviknight, , Raven, Flying, Steel, Pressure, Unnerve, Mirror Armor, 2.2, 75, 45, 50, 248, 50, 15, Medium Slow, Flying, , 98, 87, 105, 53, 85, 67
824, Blipbug, , Larva, Bug, , Swarm, Compound Eyes, Telepathy, 0.4, 8, 255, 50, 36, 50, 15, Medium Fast, Bug, , 25, 20, 20, 25, 45, 45
825, Dottler, , Radome, Bug, Psychic, Swarm, Compound Eyes, Telepathy, 0.4, 19.5, 120, 50, 117, 50, 15, Medium Fast, Bug, , 50, 35, 80, 50, 90, 30
826, Orbeetle, , Seven Spot, Bug, Psychic, Swarm, Frisk, Telepathy, 0.4, 40.8, 45, 50, 253, 50, 15, Medium Fast, Bug, , 60, 45, 110, 80, 120, 90
827, Nickit, , Fox, Dark, , Run Away, Unburden, Stakeout, 0.6, 8.9, 255, 50, 49, 50, 15, Fast, Field, , 40, 28, 28, 47, 52, 50
828, Thievul, , Fox, Dark, , Run Away, Unburden, Stakeout, 1.2, 19.9, 127, 50, 159, 50, 15, Fast, Field, , 70, 58, 58, 87, 92, 90
829, Gossifleur, , Flowering, Grass, , Cotton Down, Regenerator, Effect Spore, 0.4, 2.2, 190, 50, 50, 50, 20, Medium Fast, Grass, , 40, 40, 60, 40, 60, 10
830, Eldegoss, , Cotton Bloom, Grass, , Cotton Down, Regenerator, Effect Spore, 0.5, 2.5, 75, 50, 161, 50, 20, Medium Fast, Grass, , 60, 50, 90, 80, 120, 60
831, Wooloo, , Sheep, Normal, , Fluffy, Run Away, Bulletproof, 0.6, 6, 255, 50, 122, 50, 15, Medium Fast, Field, , 42, 40, 55, 40, 45, 48
832, Dubwool, , Sheep, Normal, , Fluffy, Steadfast, Bulletproof, 1.3, 43, 127, 50, 172, 50, 15, Medium Fast, Field, , 72, 80, 100, 60, 90, 88
833, Chewtle, , Snapping, Water, , Strong Jaw, Shell Armor, Swift Swim, 0.3, 8.5, 255, 50, 57, 50, 20, Medium Fast, Monster, Water 1, 50, 64, 50, 38, 38, 44
834, Drednaw, , Bite, Water, Rock, Strong Jaw, Shell Armor, Swift Swim, 1, 115.5, 75, 50, 170, 50, 20, Medium Fast, Monster, Water 1, 90, 115, 90, 48, 68, 74
835, Yamper, , Puppy, Electric, , Ball Fetch, , Rattled, 0.3, 13.5, 255, 50, 54, 50, 20, Fast, Field, , 59, 45, 50, 40, 50, 26
836, Boltund, , Dog, Electric, , Strong Jaw, , Competitive, 1, 34, 45, 50, 172, 50, 20, Fast, Field, , 69, 90, 60, 90, 60, 121
837, Rolycoly, , Coal, Rock, , Steam Engine, Heatproof, Flash Fire, 0.3, 12, 255, 50, 48, 50, 15, Medium Slow, Mineral, , 30, 40, 50, 40, 50, 30
838, Carkol, , Coal, Rock, Fire, Steam Engine, Flame Body, Flash Fire, 1.1, 78, 120, 50, 144, 50, 15, Medium Slow, Mineral, , 80, 60, 90, 60, 70, 50
839, Coalossal, , Coal, Rock, Fire, Steam Engine, Flame Body, Flash Fire, 2.8, 310.5, 45, 50, 255, 50, 15, Medium Slow, Mineral, , 110, 80, 120, 80, 90, 30
840, Applin, , Apple Core, Grass, Dragon, Ripen, Gluttony, Bulletproof, 0.2, 0.5, 255, 50, 52, 50, 20, Erratic, Dragon, Grass, 40, 40, 80, 40, 40, 20
841, Flapple, , Apple Wing, Grass, Dragon, Ripen, Gluttony, Hustle, 0.3, 1, 45, 50, 170, 50, 20, Erratic, Dragon, Grass, 70, 110, 80, 95, 60, 70
842, Appletun, , Apple Nectar, Grass, Dragon, Ripen, Gluttony, Thick Fat, 0.4, 13, 45, 50, 170, 50, 20, Erratic, Dragon, Grass, 110, 85, 80, 100, 80, 30
843, Silicobra, , Sand Snake, Ground, , Sand Spit, Shed Skin, Sand Veil, 2.2, 7.6, 255, 50, 63, 50, 20, Medium Fast, Dragon, Field, 52, 57, 75, 35, 50, 46
844, Sandaconda, , Sand Snake, Ground, , Sand Spit, Shed Skin, Sand Veil, 3.8, 65.5, 120, 50, 179, 50, 20, Medium Fast, Dragon, Field, 72, 107, 125, 65, 70, 71
845, Cramorant, ~gu~go, Gulp, Flying, Water, Gulp Missile, , , 0.8, 18, 45, 50, 166, 50, 20, Medium Fast, Flying, Water 1, 70, 85, 55, 85, 95, 85
846, Arrokuda, , Rush, Water, , Swift Swim, , Propeller Tail, 0.5, 1, 255, 50, 56, 50, 20, Slow, Water 2, , 41, 63, 40, 40, 30, 66
847, Barraskewda, , Skewer, Water, , Swift Swim, , Propeller Tail, 1.3, 30, 60, 50, 172, 50, 20, Slow, Water 2, , 61, 123, 60, 60, 50, 136
848, Toxel, , Baby, Electric, Poison, Rattled, Static, Klutz, 0.4, 11, 75, 50, 48, 50, 25, Medium Slow, Undiscovered, , 40, 38, 35, 54, 35, 40
849, Toxtricity Amped Form, , Punk, Electric, Poison, Punk Rock, Plus, Technician, 1.6, 40, 45, 50, 176, 50, 25, Medium Slow, Human-Like, , 75, 98, 70, 114, 70, 75
849, Toxtricity Low Key Form, l, Punk, Electric, Poison, Punk Rock, Minus, Technician, 1.6, 40, 45, 50, 176, 50, 25, Medium Slow, Human-Like, , 75, 98, 70, 114, 70, 75
850, Sizzlipede, , Radiator, Fire, Bug, Flash Fire, White Smoke, Flame Body, 0.7, 1, 190, 50, 61, 50, 20, Medium Fast, Bug, , 50, 65, 45, 50, 50, 45
851, Centiskorch, , Radiator, Fire, Bug, Flash Fire, White Smoke, Flame Body, 3, 120, 75, 50, 184, 50, 20, Medium Fast, Bug, , 100, 115, 65, 90, 90, 65
852, Clobbopus, , Tantrum, Fighting, , Limber, , Technician, 0.6, 4, 180, 50, 62, 50, 25, Medium Slow, Human-Like, Water 1, 50, 68, 60, 50, 50, 32
853, Grapploct, , Tantrum, Fighting, , Limber, , Technician, 1.6, 39, 45, 50, 168, 50, 25, Medium Slow, Human-Like, Water 1, 80, 118, 90, 70, 80, 42
854, Sinistea, , Black Tea, Ghost, , Weak Armor, , Cursed Body, 0.1, 0.2, 120, 50, 62, , 20, Medium Fast, Amorphous, Mineral, 40, 45, 45, 74, 54, 50
855, Polteageist Phony, , Black Tea, Ghost, , Weak Armor, , Cursed Body, 0.2, 0.4, 60, 50, 178, , 20, Medium Fast, Amorphous, Mineral, 60, 65, 65, 134, 114, 70
855, Polteageist Antique, , Black Tea, Ghost, , Weak Armor, , Cursed Body, 0.2, 0.4, 60, 50, 178, , 20, Medium Fast, Amorphous, Mineral, 60, 65, 65, 134, 114, 70
856, Hatenna, , Calm, Psychic, , Healer, Anticipation, Magic Bounce, 0.4, 3.4, 235, 50, 53, 0, 20, Slow, Fairy, , 42, 30, 45, 56, 53, 39
857, Hattrem, , Serene, Psychic, , Healer, Anticipation, Magic Bounce, 0.6, 4.8, 120, 50, 130, 0, 20, Slow, Fairy, , 57, 40, 65, 86, 73, 49
858, Hatterene, , Silent, Psychic, Fairy, Healer, Anticipation, Magic Bounce, 2.1, 5, 45, 50, 255, 0, 20, Slow, Fairy, , 57, 90, 95, 136, 103, 29
859, Impidimp, , Wily, Dark, Fairy, Prankster, Frisk, Pickpocket, 0.4, 5.5, 255, 50, 53, 100, 20, Medium Fast, Fairy, Human-Like, 45, 45, 30, 55, 40, 50
860, Morgrem, , Devious, Dark, Fairy, Prankster, Frisk, Pickpocket, 0.8, 12.5, 120, 50, 130, 100, 20, Medium Fast, Fairy, Human-Like, 65, 60, 45, 75, 55, 70
861, Grimmsnarl, , Bulk Up, Dark, Fairy, Prankster, Frisk, Pickpocket, 1.5, 61, 45, 50, 255, 100, 20, Medium Fast, Fairy, Human-Like, 95, 120, 65, 95, 75, 60
862, Obstagoon, , Blocking, Dark, Normal, Reckless, Guts, Defiant, 1.6, 46, 45, 50, 260, 50, 15, Medium Fast, Field, , 93, 90, 101, 60, 81, 95
863, Perrserker, , Viking, Steel, , Battle Armor, Tough Claws, Steely Spirit, 0.8, 28, 90, 50, 154, 50, 20, Medium Fast, Field, , 70, 110, 100, 50, 60, 50
864, Cursola, , Coral, Ghost, , Weak Armor, , Perish Body, 1, 0.4, 30, 50, 179, 25, 20, Fast, Water 1, Water 3, 60, 95, 50, 145, 130, 30
865, Sirfetch'd, , Wild Duck, Fighting, , Steadfast, , Scrappy, 0.8, 117, 45, 50, 177, 50, 20, Medium Fast, Field, Flying, 62, 135, 95, 68, 82, 65
866, Mr. Rime, , Comedian, Psychic, Ice, Tangled Feet, Screen Cleaner, Ice Body, 1.5, 58.2, 45, 50, 182, 50, 25, Medium Fast, Human-Like, , 80, 85, 75, 110, 100, 70
867, Runerigus, , Grudge, Ground, Ghost, Wandering Spirit, , , 1.6, 66.6, 90, 50, 169, 50, 25, Medium Fast, Amorphous, Mineral, 58, 95, 145, 50, 105, 30
868, Milcery, , Cream, Fairy, , Sweet Veil, , Aroma Veil, 0.2, 0.3, 200, 50, 54, 0, 20, Medium Fast, Amorphous, Fairy, 45, 40, 40, 50, 61, 34
869, Alcremie, berries, Cream, Fairy, , Sweet Veil, , Aroma Veil, 0.3, 0.5, 100, 50, 173, 0, 20, Medium Fast, Amorphous, Fairy, 65, 60, 75, 110, 121, 64
870, Falinks, , Formation, Fighting, , Battle Armor, , Defiant, 3, 62, 45, 50, 165, , 25, Medium Fast, Fairy, Mineral, 65, 100, 100, 70, 60, 75
871, Pincurchin, , Sea Urchin, Electric, , Lightning Rod, , Electric Surge, 0.3, 1, 75, 50, 152, 50, 20, Medium Fast, Amorphous, Water 1, 48, 101, 95, 91, 85, 15
872, Snom, , Worm, Ice, Bug, Shield Dust, , Ice Scales, 0.3, 3.8, 190, 50, 37, 50, 20, Medium Fast, Bug, , 30, 25, 35, 45, 30, 20
873, Frosmoth, , Frost Moth, Ice, Bug, Shield Dust, , Ice Scales, 1.3, 42, 75, 50, 166, 50, 20, Medium Fast, Bug, , 70, 65, 60, 125, 90, 65
874, Stonjourner, , Big Rock, Rock, , Power Spot, , , 2.5, 520, 60, 50, 165, 50, 25, Slow, Mineral, , 100, 125, 135, 20, 20, 70
875, Eiscue Ice Face, , Penguin, Ice, , Ice Face, , , 1.4, 89, 60, 50, 165, 50, 25, Slow, Field, Water 1, 75, 80, 110, 65, 90, 50
875, Eiscue Noice Face, n, Penguin, Ice, , Ice Face, , , 1.4, 89, 60, 50, 165, 50, 25, Slow, Field, Water 1, 75, 80, 70, 65, 50, 130
876, Indeedee Male, , Emotion, Psychic, Normal, Inner Focus, Synchronize, Psychic Surge, 0.9, 28, 30, 140, 166, 100, 40, Fast, Fairy, , 60, 65, 55, 105, 95, 95
876, Indeedee Female, f, Emotion, Psychic, Normal, Own Tempo, Synchronize, Psychic Surge, 0.9, 28, 30, 140, 166, 0, 40, Fast, Fairy, , 70, 55, 65, 95, 105, 85
877, Morpeko Full Belly Mode, , Two-Sided, Electric, Dark, Hunger Switch, , , 0.3, 3, 180, 50, 153, 50, 10, Medium Fast, Fairy, Field, 58, 95, 58, 70, 58, 97
877, Morpeko Hangry Mode, h, Two-Sided, Electric, Dark, Hunger Switch, , , 0.3, 3, 180, 50, 153, 50, 10, Medium Fast, Fairy, Field, 58, 95, 58, 70, 58, 97
878, Cufant, , Copperderm, Steel, , Sheer Force, , Heavy Metal, 1.2, 100, 190, 50, 66, 50, 25, Medium Fast, Field, Mineral, 72, 80, 49, 40, 49, 40
879, Copperajah, , Copperderm, Steel, , Sheer Force, , Heavy Metal, 3, 650, 90, 50, 175, 50, 25, Medium Fast, Field, Mineral, 122, 130, 69, 80, 69, 30
880, Dracozolt, , Fossil, Electric, Dragon, Volt Absorb, Hustle, Sand Rush, 1.8, 190, 45, 50, 177, , 35, Slow, Undiscovered, , 90, 100, 90, 80, 70, 75
881, Arctozolt, , Fossil, Electric, Ice, Volt Absorb, Static, Slush Rush, 2.3, 150, 45, 50, 177, , 35, Slow, Undiscovered, , 90, 100, 90, 90, 80, 55
882, Dracovish, , Fossil, Water, Dragon, Water Absorb, Strong Jaw, Sand Rush, 2.3, 215, 45, 50, 177, , 35, Slow, Undiscovered, , 90, 90, 100, 70, 80, 75
883, Arctovish, , Fossil, Water, Ice, Water Absorb, Ice Body, Slush Rush, 2, 175, 45, 50, 177, , 35, Slow, Undiscovered, , 90, 90, 100, 80, 90, 55
884, Duraludon, , Alloy, Steel, Dragon, Light Metal, Heavy Metal, Stalwart, 1.8, 40, 45, 50, 187, 50, 30, Medium Fast, Dragon, Mineral, 70, 95, 115, 120, 50, 85
885, Dreepy, , Lingering, Dragon, Ghost, Clear Body, Infiltrator, Cursed Body, 0.5, 2, 45, 50, 54, 50, 40, Slow, Amorphous, Dragon, 28, 60, 30, 40, 30, 82
886, Drakloak, , Caretaker, Dragon, Ghost, Clear Body, Infiltrator, Cursed Body, 1.4, 11, 45, 50, 144, 50, 40, Slow, Amorphous, Dragon, 68, 80, 50, 60, 50, 102
887, Dragapult, , Stealth, Dragon, Ghost, Clear Body, Infiltrator, Cursed Body, 3, 50, 45, 50, 300, 50, 40, Slow, Amorphous, Dragon, 88, 120, 75, 100, 75, 142
888, Zacian Hero of Many Battles, , Warrior, Fairy, , Intrepid Sword, , , 2.8, 110, 10, 0, 350, , 120, Slow, Undiscovered, , 92, 130, 115, 80, 115, 138
